회사,직무,자소서
삼성전자(주),전기·소방·통신·안전,"
밤산책과 배드민턴/발표자료 제작                        

이국종 교수                        

본인보다 직업의 사명감을 우선시하는 모습으로 직업의 책임감을 느낌                        

""더불어 발전하기 위한 컨설팅"" 저는 더불어 발전하기 위해 서로의 정보를 적극 활용할 수 있는 회사에 다니고 싶습니다. 왜냐하면, 조직 목적의 달성을 위해서는 컨설팅의 자문서비스도 적극 활용해야 하기 때문입니다. 제조업은 산업의 고도화, 사업장 확장에 의해 문제 해결을 위한 전문 역량의 협력은 중요합니다.  저는 삼성전자의 스마트 공장 지원 사례에서 올바른 협력 방식을 보았습니다. 스마트 공장 운영 역량을 적극 공유하고 직접 컨설팅까지 해줬기 때문입니다. 이를 통해 삼성전자는 산업군의 상호발전을 위해 먼저 역량을 공유하는 기업임을 알았습니다. 일례로 저의 부족한 지식, 시간을 협력을 통해서 해결한 경험이 있습니다. 타워크레인에 대한 공동 연구를 했을 때, 현직 선배의 현장 업무 지식과 저의 설계 지식을 공유해 실효성 높은 논문을 작성할 수 있었습니다.  저는 삼성전자에서 협력업체 관리 시스템을 활용하여 협력업체 안전 컨설팅을 수행하겠습니다. 협력업체별로 상세한 컨설팅을 수행해 협력사 집단의 전체적인 안전 수준을 높이고, 삼성전자의 무재해를 성취하겠습니다. 이에 대한 방안으로 협력업체 관리 시스템의 환경안전관리 수준, 작업 내용, 출입 구역과 같은  정보를 활용하겠습니다. 이를 기반으로 면밀히 리스크를 인터뷰하고, 작업 특성에 맞춘 컨설팅을 진행하겠습니다. 이러한 인터뷰 데이터를 쌓아나가 신규 협력업체에도 협력 내용에 따른 현장 핵심 사항을 신속하게 교육하고, 원활한 협력을 제공받도록 노력하겠습니다. 

""적극성을 갖추게 해준 입시 실패"" 현재의 저는 맡은 업무, 프로젝트에서 항상 적극적으로 의견을 말하고 역할을 수행하려 노력합니다. 이런 태도를 갖추게 된 계기는 제가 대학 입시에 실패하면서 느낀 열등감을 극복하기 위해서였습니다. 저는 수능 준비를 할 때까지 적극적으로 학습해본 경험이 적었습니다. 학원, 과외에서 내준 숙제만을 하면서 저 스스로 노력이 부족함을 인지하지 못했습니다. 당연하게도 수년 간의 노력이 결과로 나타나는 대학 입시에서 좋지 못한 성적을 받으며 크게 낙심했습니다. 그 당시, 좋은 대학에 입시하는 다른 친구들과 저 자신을 비교하며 열등감을 느끼게 되었습니다.  이처럼 저는 남들이 시키는 것만 해서는 절대 원하는 결과를 얻을 수 없다는 것을 경험을 통해 깨달았습니다. 그래서 지금부터라도 적극성을 갖추고 원하는 바를 이루고자 노력했습니다. 적극성을 갖추기 위해 열등감을 이용하고자 했습니다. 남들과의 비교를 통해 저의 부족한 점을 파악하고 채울 필요성을 느꼈기 때문입니다. 또한, 원래 공부하고 싶었던 안전공학을 전공하기로 결정했습니다. 평소에 관심을 가졌던 분야를 공부해야 스스로 더 많은 자료를 찾아본다고 생각했기 때문입니다.  저는 열등감을 활용하기 위해 스스로 다양한 공모전에서 참여하여 우수한 학생들과 저의 결과를 비교하였습니다. 그러면서 저의 장단점을 발견할 수 있었습니다. 저는 다른 학생들보다 창의성이 부족하여 참신한 아이디어를 빨리 생각할 수 없었습니다. 하지만, 저는 분석하는 것을 좋아해 누구보다 결과 데이터를 상세하게 해석하고 각 결과가 가지는 차이점을 쉽게 파악했습니다. 그래서 차이를 고려한 대안 방안을 따로 준비하게 되고, 여러 상황을 고려하는 방법으로 부족한 창의성을 보완하였습니다. 원했던 안전공학 진학을 결정한 것도 적극성을 키우는 데 큰 도움이 되었습니다. 저는 후쿠시마 원전 사고처럼 대형 재해가 휴먼 에러에 의해 발생하는 것을 보며 인간 요소를 배우고자 안전공학을 희망했습니다. 그래서 전공 수업 중에도 근로자가 왜 그런 행동을 했는지, 관련 유사 사례는 어떠한지 궁금해하며 적극적으로 질문했습니다. 이러한 관심을 꾸준히 이어가며 학과 수석 졸업을 할 수 있었습니다.  마지막으로 가장 크게 적극성을 발휘하게 만든 경험을 학위 논문을 작성한 경험입니다. 왜냐하면 아무도 다루지 않았던 문제점을 직접 정의하고 해결법을 찾는 과정이었기 때문입니다. 건설안전연구실에서 구조물 성능 평가를 연구하며 평가 방법에 따라 정확성과 해석 시간이 비효율적이었습니다. 저는 이를 개선하면 좋겠다고 생각해서 여러가지 평가 기법을 모두 비교하고 차이가 발생하는 원인을 조사했습니다. 그래서 평가 기법의 장점만을 접목한 효율적 기법을 제안할 수 있었습니다. 

""중대재해기업처벌법의 목적"" 올해 1월 국회에서 중대재해기업처벌법이 통과되었습니다. 이에 많은 우려가 나오며 아직도 해당 법안이 과잉 처벌이라는 의견, 근로자 안전 행동을 촉발할 수 없어 실효성이 낮다는 의견 등 많은 논의가 이루어지고 있습니다. 그렇지만 저는 해당 법안의 조항들을 보며 중대재해기업처벌법의 목적과 대상이 무엇인지 파악하고자 노력했습니다. 저는 해당 법안의 목적이 기업의 사회적 책임을 강화하기 위함이라고 생각합니다. 왜냐하면, 산업안전보건법보다 중대 재해의 처벌 수위를 높였을 뿐만 아니라 중대시민재해와 같이 사회적으로 물의를 일으키는 재해를 새롭게 정의하고 추가했기 때문입니다.    이러한 이해 후에 자연스럽게 안전관리자로서 어떻게 대처해야 하는지 생각해볼 수 있었습니다. 가장 확실한 방법으로는 많은 안전관리 인력을 고용하여 현장 안전관리를 강화하는 것이었습니다. 관리 인력이 늘어났기에 관리 대상 공정과 안전 업무를 보다 세부적으로 분할하고 책임질 수 있기 때문입니다. 그래서 작업허가서, 안전작업절차서를 더욱 상세하게 검토하고, 많은 협력 업체와 의사소통을 하면서 현장 기반 안전관리를 강화할 수 있다고 생각합니다. 그리고 현재 많은 기업에서는 안전 담당 임원을 채용하고 있음을 알았습니다. 저는 이러한 방법이 기업의 안전보건경영을 강화할 수 있다고 생각합니다. 왜냐하면, 담당 임원이 있기에 이사회에서도 안전 의견 개진에 힘이 실릴 수 있고, 신속한 결제를 통해서 안전 관련 사업의 신속한 추진이 가능하게 되기 때문입니다.  중대재해기업처벌법은 저의 전공과도 크게 연관이 되어 있기에 큰 관심을 가졌습니다. 그래서 법안의 목적을 파악하고자 노력하였고, 제가 돕는 방안이 무엇인지 생각하게 되었습니다. 그래서 법안이 시행되는 2022년을 대비하여 현장 상황에 맞춘 허가서 상세 검토, 협력업체와의 소통 및 교육 등 현장 안전 관리를 강화해 나가겠습니다. 

""기준의 목적 이해로 파악하는 잠재위험"" 저는 안전 업무에서 안전 기준 준수도 중요하지만, 왜 기준이 제정되었는지 배경을 이해하는 것도 중요하다고 생각합니다. 기준 제정의 배경을 이해해야 기준 이하에서도 존재하는 잠재 위험을 파악할 수 있기 때문입니다. 그래서 법규와 기준의 제정 배경을 파악하기 위한 다양한 공모전, 논문 연구를 수행하였습니다.  첫 번째로는 위험성 평가 공모전에서 PSM 공정의 장외영향평가 기준을 분석하였습니다. 화재, 폭발에 의한 피해 정도를 KOSHA 가이드로 참고하였는데, 피해 유형을 분류하기 위해 Level 1은 신체 통증, Level 2는 목재 및 플라스틱 착화 그리고 Level 3는 설비 손상으로 구분함을 알았습니다. 그래서 저도 Level 별로 대비방안을 달리했습니다. Level 1 범위에서 복사열에 의한 신체 영향을 최대한 피할 수 있는 우회 대피로를 선정했습니다. 그리고 Level 2,3 범위에는 추가 화재 및 피해를 방지하기 위한 자동소화시설 확충을 제시하였습니다. 저는 기준의 목적을 이해하였기에 상세한 방안을 제시할 수 있었고 공모전 대상을 수상하였습니다. 두 번째로는 타워크레인 설치 시 풍속 기준 실효성을 검증하는 논문을 작성했습니다. 많은 타워크레인 사고로 인해 설치 시 10m/s의 풍속 기준이 제정되었는데 왜 10m/s인지 궁금했기 때문입니다. 그래서 직접 타워크레인을 모델링하고, 구조 검토하여 풍속 영향을 검토하였습니다. 그 결과, 10m/s를 초과하면 유압 실린더가 파괴되는 결과를 도출하였고, 현장에서 유압 실린더의 추가적인 안전율 도입과 철저한 점검을 강조할 수 있었습니다.  저는 이처럼 기준 제정의 배경을 이해하면서 현장 특성에 맞춘 위험성 평가를 할 수 있었습니다. 저는 입사 이후에도 이러한 경험을 살려 단순히 기준 준수만이 아니라 기준 이하에서도 치명적인 현장 잠재 요인을 파악하고 제거해 나가도록 하겠습니다.                        
"
현대자동차(주),시공·현장·감리·공무,"
책임감, 저를 움직이는 원동력이며 trouble shooting의 핵심이라고 생각합니다. 누구나 책임감을 가지고 있지만, 힘든 상황에 마주했을 때 이를 지키기는 힘들 것입니다. 저는 이러한 상황에서 책임감을 통해 문제를 해결한 경험이 있습니다.  설계 담당자로 근무한 경험이 있습니다. 설계와 공사가 동시에 진행되는 단 납기 프로젝트를 수행하고 있었기에 정확성과 공기를 동시에 맞춰야 했으며, 공사팀은 공기 단축을 위하여 도면을 요청하는 상황이었습니다. 이를 해결하기 위하여 원래의 프로세스대로 도면을 한 번에 작성하는 것이 아닌, 우선적으로 공사가 진행되어야 하는 부분과 나머지, 두 단계로 작성하는 것으로 팀과 협의를 하여 업무가 병렬적으로 진행될 수 있게 하였습니다. 한 번에 처리해야 할 양이 줄어든 만큼 협력업체와 유관부서와 보다 빠르게 정보공유를 가능하게 하여 스케줄 관리를 용이하게 하였고, 설계과정에서는 접지용 conduit 등 자재를 통일하여 불필요한 협의 과정을 없애고, 토목 공사와 간섭이 없게 접지선을 배치하여 공사성을 고려한 설계를 하는 등 확보한 시간만큼 정확하고 완성도 높은 도면을 만들 수 있었습니다. 

인턴 활동을 한 경험이 있습니다. 채용형 인턴이었기에 어차피 전환될 사람이라는 인식 때문에 별다른 업무를 할당받지 못한 상황이었습니다. 이를 해결하기 위하여 인턴의 관점이 아닌 회사의 일원의 관점으로 신입사원 교육서를 공부하거나 생산공장을 자발적으로 요청하여 방문하는 등 팀에 융화되기 위해 노력하였습니다. 이를 인정받아 원래라면 인턴이 참여할 수 없는 생산 기술 회의, 연구발표회 등에 참석하게 됐을 뿐만 아니라, 팀의 개선과제에 참여 및 발표를 할 기회를 얻어서 열정적이게 참여하였고 최종적으로 인턴 평가를 매우 좋게 받을 수 있었습니다.  이를 거름 삼아 실제 업무를 수행하면서도 소통능력을 발전시켜나갔습니다. OOOOOOO에서 설계업무를 수행하며 협력업체에서 받은 도면에 지속적인 오류가 발생하여 검토 단계가 많아지는 문제가 발생한 적이 있습니다. 단순 해결을 위해 M/H를 늘리는 것이 아닌, 문제의 원인을 파악하기 위하여 협력업체와 미팅을 주최하였고 담당자별로 업무지시가 다른 것이 원인임을 파악하였습니다. 결과적으로 work instruction을 작성하여 공유함으로써 사전에 오류를 방지하고, 사후의 검토단계를 줄이는 결과를 얻어낼 수 있었습니다. 

시설기획직무는 플랜트를 설계, 시공관리를 하는 관점에서 건설업과 유사성이 있다고 생각합니다. 노동집약산업인 건설업은 21세기가 지금에도 수많은 Man hour를 소모하고 있으며, 타 산업대비 4차 산업 기술력 도입률 또한 매우 저조합니다. 그렇기에 기술적 측면보다 Efficiency를 고려하는 것이 효율적이라고 생각합니다. 이러한 효율성의 관점에서 시설물, 건축물에 적용 가능한 4차 산업혁명 기술을 설계, 시공, 운영의 단계별로 생각해 볼 수 있습니다.  설계 단계에서는 많은 M/H가 소모되는 부분을 AI를 활용한 자동화 기술을 도입할 수 있습니다. 예를 들어 cable tray의 route를 정할 때 HVAC 장비들을 일일이 피하여 설계하기보다는 자동화 기술을 도입하여 routing plan을 작성하면 효율성을 높일 수 있을 것입니다. 시공 단계에서는 AR 기기를 활용하여 현장 시공관리 등을 수행할 수 있습니다. 해외 공장 증설의 경우에는 국내 엔지니어의 불필요한 파견을 줄여 이 또한 효율성을 높일 수 있습니다.  운영 단계에서는 IOT 기반의 BMS를 활용할 수 있습니다. 소방, 보안, 조명 등의 시스템을 각 Local panel에서가 아닌 중앙집중방식으로 통합관리 할 수 있는 효율성과 IOT를 통해 HVAC, 보일러, 소방 설비들을 실시간으로 장소에 상관없이 모니터링 할 수 있는 장점을 활용할 수 있습니다. 상기와 같이 효율성의 측면에서부터 시설물, 건축물에 기술을 도입하여 기초를 다지면, 추후 4차산업 혁명 기술을 도입하는데 용이할 것으로 생각됩니다. 
"
한국농어촌공사,토목·조경·도시·측량,"
공식 블로그, 홈페이지 자료 및 발간자료 등을 통해 공사에 대한 정보를 찾아볼 수 있었습니다. 이를 통해 공사는 시설물과 공사 현장에서의 ‘안전성’을 지향하고 있다는 점을 알게 되었습니다. 특히 최근 장마 피해와 같은 재난 상시화에 대비한 ‘시설물점검119센터’와 건설현장 중대재해 예방을 위한 ‘CS-HACCP’의 구축은 농업인과 근로자의 안전을 생각하는 공사 이미지의 초석이 되었다고 생각합니다. 그래서 대학에서 배운 지식을 녹여내 정확성 및 신뢰성 높은 ‘유지관리’ 업무를 수행하기 위해 공사에 지원하게 되었습니다.  이를 위해 공학인증 과목을 이수하며 전반적인 토목공학에 관한 지식을 쌓았습니다. ‘시공관리’와 ‘품질관리’ 등 주요 전공지식을 습득하는 한편, 이를 바탕으로 수리 구조물의 경제적이고 안전한 설계를 위한 일련의 과정을 학습했습니다. 이후, 축적된 지식을 바탕으로 토목기사와 건설재료시험기사를 취득했습니다. 이를 바탕으로 업무의 완성도를 높이는 직원이 되도록 하겠습니다. 

‘유지관리’ 부문에서 효율적인 업무 수행을 위해서는 ‘안전관리능력’이 필수적이라 생각합니다.  학부 시절 지반공학설계 팀 프로젝트에서 옹벽의 안정성 및 최적 단면 설계를 통한 모의실험 경험이 있습니다. 지반의 상태변화에 따른 옹벽의 경제적이고 안전한 설계 내용을 보고서로 작성하였습니다. 특히 직접 모형을 제작하면서 구조물의 안정조건을 만족하는 것이 쉽지 않다는 것을 배웠습니다. 이를 통해 실제 공사에서는 안전하고 합리적인 설계 및 시공법 제시를 위해 토목공학 전반의 지식을 상호 연계하며 학습하여 기본기를 탄탄하게 쌓아왔습니다.  이와 같은 경험은 희망하는 ‘유지관리부’에서 두 가지 측면에서 도움이 될 것이라 생각합니다. 첫 번째, 시설물을 이용하는 국민이 더 안전하게 이용할 수 있도록 기반 마련과 두 번째, 준공 후 사후 구조물의 안전기준을 정비, 적정 시기를 놓치지 않도록 유지관리체계 개선 등의 원활한 업무 수행을 통하여 현재 농어촌공사에 보탬이 되도록 하겠습니다. 

대인관계에 있어서 발생하는 다양한 갈등상황은 자연스러운 현상이므로, 이러한 순간의 갈등상황을 어떻게 대처하는가가 중요하다고 생각합니다.  OOOO 어학연수 중 3명의 팀원과 함께 ‘OOOO 호텔’이라는 주제로 발표를 준비하게 되었습니다. 하지만 프로젝트 역할분배 과정에서 부당함을 호소하는 팀원이 발생하였고, 동시에 ‘불공정하게 역할을 분배했다‘고 주장하며 마찰이 발생했습니다. 하지만 이러한 갈등은 프로젝트를 하는 상황에서는 일어날 수 있는 일이라 생각했습니다. 그래서 갈등 해결을 위해 두 가지 방법을 취했습니다. 첫 번째, 팀원들과 술을 한잔하며 분배 과정에서 지나치게 감정적이었던 분위기를 누그러뜨렸습니다. 두 번째로, 허심탄회하게 터놓고 얘기하며 역할 재분배 과정을 거쳐 이러한 갈등을 해결할 수 있었습니다.  업무를 진행하면서도 의견 마찰과 갈등상황이 발생할 것입니다. 그때마다 상대방의 의견을 존중하고, 대화를 통해 해결하는 대응방식으로 관계 개선에 힘쓰는 구성원이 되겠습니다.                        

농어촌공사가 관리하는 전체 현장 중 ‘50억원 이하의 소규모 현장’이 80%를 차지하고 있다는 것을 찾아볼 수 있었습니다. 이러한 곳은 법적으로 안전 관리자 배치의무가 없어 안전관리가 쉽지 않은 상황이었지만, 최근 공사 여건에 맞는 안전관리시스템으로 ‘CS-HACCP’을 구축하여 재해 위험요소 차단에 힘쓰는 점이 인상 깊었습니다. CS-HACCP는 검사 시스템이 아니라 예방관리시스템이기 때문에, 이를 정착하기 위해서는 두 가지가 필요하다고 생각합니다. 첫 번째, 예방관리 활동을 체계화하기 위하여 엄격한 사후관리로 계획된 관리수준을 계속 유지할 수 있도록 기반 마련과 두 번째, 모태가 되는 ‘HACCP’에서 문제가 되었던 과다한 절차로 부담이 크게 높아지는 문제를 고려하여 합리적인 제도개선이 필요하다고 생각합니다.  이를 통해 공사는 안전 공공기관으로서의 대외적인 신뢰도 뿐만 아니라, 종합적이고 체계적인 안전관리 효과가 기대될 것이라 생각합니다. 
"
한국철도공사,토목·조경·도시·측량,"
의사소통에서 가장 중요한 것은 ‘상대방에게 나를 어떻게 이해시킬까?’가 중요하다고 생각합니다. OOOO 어학연수 중 팀원들과 함께 ‘OOOO 호텔’이라는 주제로 발표를 준비면서 발생한 의견 차이를 말끔하게 해결한 경험이 있습니다. 나름의 타당성을 지니고 역할분배를 하였음에도 강한 불만을 제기하는 한 팀원이 발생하였고, 동시에 저에게 ‘불공정하게 역할을 분배했다’고 주장하며 마찰이 발생했습니다. 그래서 이를 조율하기 위해 두 가지 해결방법을 취했습니다. 첫 번째, 팀원들과 술을 한잔하며 분배 과정에서 지나치게 감정적이었던 분위기를 누그러뜨렸습니다. 두 번째로, 허심탄회하게 터놓고 얘기하며 역할 재분배 과정을 거쳐 이러한 갈등을 해소하고 무사히 성과를 낼 수 있었습니다.  업무를 진행하면서도 의견 마찰과 갈등상황이 발생할 것입니다. 그때마다 대화를 통해 해결하는 방식으로 개선에 힘쓰는 구성원이 되겠습니다.                        

팀으로 일할 때 가장 중요한 것은 ‘주인의식을 가지고 책임감 있게 일하는 것’이라고 생각합니다. 저는 리더의 역할을 주로 맡으며, ‘리더’는 팀원들이 스스로 변화할 수 있도록 용기를 돋워주는 긍정적인 환경을 만들어주는 역할을 해야 한다고 생각합니다.  재학 시절 기존 아연 도금에 착안해 옹벽을 보완하는 방법으로 팀 목표를 성공적으로 수행한 경험이 있습니다. 당시 옹벽에 관해 깊은 지식이 부족하였고, 자료들을 구하는데도 어려움이 있었습니다. 이에 일방적 지시를 내리기보다는 팀원들의 사소한 말에도 귀 기울이며, 더 나은 점이 있다면 도움을 요청하는 등 자발적으로 준비하는 환경을 만드는 것에 주력하였습니다. 그 결과 팀원들 스스로 중요도를 파악하며 폴리유레아/우레탄 스프레이를 사용하는 경우를 가정하였고, 이를 적용했을 때 기존의 방법보다 철근 부식 예방과 내구성 강화를 이룰 수 있다는 점을 도출해 낼 수 있었습니다. 

고객 서비스 만족을 위해 가장 중요한 것은 고객의 요구사항과 문제점을 정확하게 처리하는 것이라 생각합니다. 이를 위해서는 그만큼 자신만의 자기 계발을 꾸준히 쌓아 전문성을 높이는 것이 중요하다고 생각합니다.  이런 역량을 갖추기 위해 OO콤프레셔 건설장비에서 아르바이트 당시 지속적 학습을 통해 부품을 구매하는 고객을 대할 때 순조로운 일 처리가 가능하도록 만든 경험이 있습니다. 당시 공구나 부품의 종류가 다양하고 사용법도 달랐기 때문에 전 제품들을 설명하는 데 어려움이 있었습니다. 그래서 문제를 해결하기 위해서 시간이 있을 때마다 학습해야 한다고 생각했습니다. 그 결과 일을 하는 동안 고객들의 불만 없이 일을 처리할 수 있었습니다.  이렇게 학습은 이어가야 하며, 적용이 가능하다는 점을 몸으로 느꼈을 때 가장 큰 보람을 느낄 수 있었습니다. 이러한 배움과 열정의 자세로 더 좋은 서비스를 제공하기 위해 노력하겠습니다.                        

토목 직무에서 안전관리 시스템을 구축하여 선로 시설물 유지보수 업무를 맡고 싶습니다. 정확성 및 신뢰성 높은 유지보수 업무를 수행하기 위해서는 토목시공과 품질에 관한 역량이 필요하다고 생각합니다.  이러한 역량을 쌓기 위해 공학인증 과목을 이수하며 전반적인 토목공학에 관한 지식을 쌓을 수 있었습니다. 이를 바탕으로 토목 구조물의 안전한 설계를 위한 일련의 과정을 학습했습니다. 이후, 축적된 지식을 바탕으로 토목기사와 건설재료시험기사를 취득하며 직무 전문성을 강화해왔습니다. 이와 같은 역량은 희망하는 유지보수에서 두 가지 측면에서 도움이 될 것으로 생각합니다. 첫 번째, 코레일을 이용하는 국민이 더 안전하게 이용할 수 있도록 기반 마련과 두 번째, 준공 후 사후 선로 시설물의 안전기준을 정비, 적정 시기를 놓치지 않도록 유지관리체계 개선 등의 원활한 업무 수행을 통하여 ‘공공철도의 역할’에 보탬이 되겠습니다. 
"
국토안전관리원,토목·조경·도시·측량,"
캡스톤디자인 팀 프로젝트에서 수리 구조물에 대한 프로젝트를 진행했었습니다. 저희 팀은 테트라포드 설계방식을 개선하는 방향으로 아이디어 회의를 진행했습니다. 먼저, 테트라포드의 안정성을 보완하기 위해 구멍을 뚫어 결합체로서 거동하는 방식을 가정했습니다. 하지만 주어진 예산에서 두 모형을 3D프린터로 고려하니 비용 문제가 있었습니다. 예상치 못한 문제로 진행에 어려움이 있었고 처음부터 시작하기에는 보고서를 거의 작성했기 때문에 시간도 없었습니다.  그래서 기존 모형을 대체할 방법을 고민했고, 기존 3D프린터를 통한 모형 대신 저렴한 아크릴로 대체하자고 제안했습니다. 연결의 유무에 따라 테트라포드의 거동을 비교할 수만 있으면 되므로 다른 팀원들도 수용하며 진행한 결과, 예산문제를 효과적으로 해결하면서 처음 설계한 방식대로 진행할 수 있었습니다. 발표 때도 참신한 아이디어와 완성도 높은 구조물을 만든 것에 대해 교수님께 칭찬과 더불어 높은 학점도 받았습니다. 이 경험을 통해 한국시설안전공단에서도 안전, 유지관리의 문제가 생길 때마다 그 원인을 철저히 분석하고 효율적으로 문제점을 찾아 업무개선을 해나가겠습니다. 

1. 직무 개요1) 제가 지원하고자 하는 안전진단본부는 교량, 터널, 댐 등 기반시설의 정밀안전진단과 성능평가를 직접 수행하여 안전을 확보하고, 민간업체가 실시한 점검 및 진단 실시 결과의 평가를 통해 부실점검을 예방하는 업무를 수행합니다. 또한, 기반시설의 안전 확보를 중심으로 해서 생활 안전, 건설 안전, 지하 안전, 지진 안전 등으로 주요 기능을 확대하면서 국민의 생명과 재산을 보호하는 업무를 맡고 있습니다. 2) 토목공학을 전공하며 축적한 지식과 컴프레셔 건설장비 현장 경험은 입사 후 세 가지 측면에서 한국시설안전공단에 시설물에 대한 정밀안전진단 및 성능평가 직무 수행에 도움이 될 것이라고 판단됩니다.  2. 직무 비전‘전문성’과 ‘신뢰성’을 갖춘 토목 전문가  3. 직무 목표1) 노후화 시설 점검 강화2) 안전 규정에 기반한 안전 점검 및 관리 강화3) ‘안전 기반’ 시설물 운영 방안 마련, 국민들의 안전성 도모  4. 목표에 따른 세부 실행 계획1) 기반시설의 노후화에 대비- 안전기준을 정비, 적정 시기를 놓치지 않도록 유지관리체계 개선- 노후화되는 기반시설에 대한 체계적인 관리2) 한국시설안전공단의 안전 규정과 지침들에 부합하는 안전 점검 및 관리- 시설물의 안전 관리에 관한 특별법 및 안전점검에 대한 이해 능력 기반 3) 시설물을 이용하는 모든 국민이 보다 더 안전하게 시설물을 이용할 수 있도록 기반 마련- 안전 매뉴얼 수칙 및 규정 준수 태도 - 유지보수 및 안전점검에 대한 책임감 강화 

""정확성과 신뢰성에 주목하다"" 공식 SNS인 페이스북, 홈페이지 자료 및 발간자료 등을 통해 공단에 대한 정보를 찾아볼 수 있었습니다. 이를 통해 공단은 정보의 '투명성'을 지향하고 있다는 점을 알게 되었습니다. 특히 '기술민원 및 고객제안' 코너로 국민들의 적극적인 참여를 유도하고 있다는 점은 '신뢰성’ 높은 공단 이미지의 초석이 되었다고 생각합니다. 그리고 대학에서 배운 지식을 녹여내 정확성 및 신뢰성 높은 유지보수 업무를 수행하기 위해 공단에 지원하게 되었습니다.  이를 위해 토목공학을 전공하며 강구조설계, 지반공학설계 등의 과목을 이수하는 한편, 컴프레셔 건설장비 현장직 경험을 쌓았습니다. 일련의 과정을 통해 체계적 시설관리의 필요성에 대해 인식할 수 있었고, '건설 현장에서의 안전관리 강화'라는 공단의 비전에 공감하였습니다.  공단에 입사한 후에도 기업의 신뢰를 유지할 수 있도록 업무의 정확성을 높이고, 시설물 유지관리 업무의 완성도를 높이는 직원이 되겠습니다. 

""이론적 지식+문제 해결의 눈"" 토목직 전문가로서 필요한 지식과 역량을 길렀습니다. 첫째, 공학인증 과목을 이수하며 전반적인 토목공학에 관한 지식을 쌓을 수 있었습니다. ‘토질 및 기초’와 ‘구조역학’ 등 토목공학의 주요 전공지식을 습득하는 한편, 이를 바탕으로 ‘토목설계’를 수강하며 기획, 설계, 제작 등 토목공사 일련의 과정을 경험했습니다. 이후, 축적된 지식을 바탕으로 토목기사와 건설재료시험기사 취득이라는 결과를 이루었습니다.  둘째, 수업을 통해 배운 지식을 적용해 프로젝트 경험을 쌓았고, 문제해결능력을 기를 수 있었습니다. 캡스톤디자인 팀 프로젝트 중 중력식 옹벽을 보완하기 위해 기존 기술인 아연 도금에 착안해 다른 코팅 방식을 찾아봤습니다. 이후 LINE-X사의 폴리우레아/우레탄 스프레이를 사용하는 경우를 가정하였고, 이를 적용했을 때 기존의 아연 도금 방법보다 철근 부식 예방과 내구성 강화를 이룰 수 있다는 점을 도출해 낼 수 있었습니다. 

""상호 보완적 호흡"" 효율적인 업무 수행을 위해서는 '체계적인 접근'과 '강점에 따른 업무 배분'이 필수적이라 생각합니다. 지반공학설계 팀 프로젝트를 진행하며 그 필요성을 느낄 수 있었습니다. 6명의 팀원들과 호흡을 맞추어 최고의 성과를 만들어낸 경험이 있습니다. 저희가 해야 하는 일은 콘트리트 옹벽의 최적 단면 설계를 하는 것이었습니다. 활동, 전도, 지지력에 대한 안정성을 갖추면서도 동시에 최적 단면 값을 보고서 형식으로 정리해야 했습니다. 효율적인 업무 수행을 위해 두 가지 방식을 제안하였습니다. 첫째, 반복 수행을 통해 최적의 해를 찾아가는 과정이 필요했기에 모든 과정을 기록할 것을 제안하였습니다. 이를 통해 최종 보고서 작성 시간을 단축할 수 있었습니다. 둘째, 빠른 실행력과 판단력이 장점인 제가 전체 프로젝트 일정을 계획하되, 세밀한 일 처리가 필요한 부분에 있어서는 다른 팀원들의 도움을 얻었습니다.  덕분에, 구성원들과 상호 보완적 호흡을 맞출 수 있었습니다.                        

""행동으로 드러낸 원칙"" 일의 효율을 높이는 것도 중요하지만 원칙을 준수하는 태도가 더 중요하다고 생각합니다. 이러한 가치관을 발휘해 정확한 데이터를 수집, 우수한 결과를 산출해낸 경험이 있습니다. OOOO 어학연수 중 팀원들과 함께 특정 주제를 선정하고 이에 대한 발표를 맡게 된 상황이었습니다. 저희 조는 ‘OOOO 호텔’이라는 주제로 발표를 진행하게 되었고, 생동감 넘치는 자료 수집을 위해 호텔에 묵는 외국인들을 대상으로 인터뷰를 해야 했습니다. 이 과정에서 기존 동영상 자료를 활용해 일의 효율성을 높일 것인지, 아니면 원칙대로 인터뷰를 진행할 것인지에 대해 팀원 간 의견 차이가 있었습니다. 하지만 무엇보다 정확한 데이터 수집이 필요하다고 생각했고, 직접 발 벗고 나서 팀원들의 변화를 이끌었습니다. 주저하는 팀원들을 대신해 먼저 호텔 보안관에게 양해를 구했고 호텔 고객들에게 다가가 인터뷰 참여를 요청하였습니다.  일련의 과정 덕분에 완성도 높은 결과를 만들 수 있었습니다.                        
"
